CARD_ID|IMPL.|SET|FORMAT|TYPE|CLASS|NAME|TEXT
CFM_655|True|GANGS|S|MINION|NEUTRAL|Toxic Sewer Ooze|<b>Battlecry:</b> Remove 1 Durability from your opponent's weapon.
CFM_656|True|GANGS|S|MINION|NEUTRAL|Streetwise Investigator|<b>Battlecry:</b> Enemy minions lose <b>Stealth</b>.
CFM_657|True|GANGS|S|MINION|PRIEST|Kabal Songstealer|<b>Battlecry:</b> <b>Silence</b> a minion.
CFM_658|True|GANGS|S|MINION|NEUTRAL|Backroom Bouncer|Whenever a friendly minion dies, gain +1 Attack.
CFM_659|True|GANGS|S|MINION|NEUTRAL|Gadgetzan Socialite|<b>Battlecry:</b> Restore 2_Health.
CFM_660|True|GANGS|S|MINION|MAGE|Manic Soulcaster|<b>Battlecry:</b> Choose a friendly minion. Shuffle a copy into your deck.
CFM_661|True|GANGS|S|SPELL|PRIEST|Pint-Size Potion|Give all enemy minions -3 Attack this turn only.
CFM_662|True|GANGS|S|SPELL|PRIEST|Dragonfire Potion|Deal $5 damage to all minions except Dragons. *spelldmg
CFM_663|True|GANGS|S|MINION|WARLOCK|Kabal Trafficker|At the end of your turn, add a random Demon to your hand.
CFM_665|True|GANGS|S|MINION|NEUTRAL|Worgen Greaser|
CFM_666|True|GANGS|S|MINION|NEUTRAL|Grook Fu Master|<b>Windfury</b>
CFM_667|True|GANGS|S|MINION|NEUTRAL|Bomb Squad|<b>Battlecry:</b> Deal 5 damage to an enemy minion. <b>Deathrattle:</b> Deal 5 damage to your hero.
CFM_668|True|GANGS|S|MINION|NEUTRAL|Doppelgangster|<b>Battlecry:</b> Summon 2 copies of this minion.
CFM_669|True|GANGS|S|MINION|NEUTRAL|Burgly Bully|Whenever your opponent casts a spell, add a Coin to your hand.
CFM_670|False|GANGS|S|MINION|NEUTRAL|Mayor Noggenfogger|All targets are chosen randomly.
CFM_671|True|GANGS|S|MINION|MAGE|Cryomancer|<b>Battlecry:</b> Gain +2/+2 if an enemy is <b>Frozen</b>.
CFM_672|False|GANGS|S|MINION|NEUTRAL|Madam Goya|<b>Battlecry:</b> Choose a friendly minion. Swap it with a minion in your deck.
CFM_685|True|GANGS|S|MINION|NEUTRAL|Don Han'Cho|<b>Battlecry:</b> Give a random minion in your hand +5/+5.
CFM_687|False|GANGS|S|MINION|MAGE|Inkmaster Solia|<b>Battlecry:</b> If your deck has no duplicates, the next spell you cast this turn costs (0).
CFM_688|True|GANGS|S|MINION|NEUTRAL|Spiked Hogrider|<b>Battlecry:</b> If an enemy minion has <b>Taunt</b>, gain_<b>Charge</b>.
CFM_690|True|GANGS|S|SPELL|ROGUE|Jade Shuriken|Deal $2 damage. <b>Combo:</b> Summon a{1} {0} <b>Jade Golem</b>.@Deal $2 damage. <b>Combo:</b> Summon a <b>Jade Golem</b>. *spelldmg
CFM_691|True|GANGS|S|MINION|ROGUE|Jade Swarmer|<b>Stealth</b> <b>Deathrattle:</b> Summon a{1} {0} <b>Jade Golem</b>.@<b>Stealth</b> <b>Deathrattle:</b> Summon a <b>Jade Golem</b>.
CFM_693|True|GANGS|S|MINION|ROGUE|Gadgetzan Ferryman|<b>Combo:</b> Return a friendly minion to your hand.
CFM_694|True|GANGS|S|MINION|ROGUE|Shadow Sensei|<b>Battlecry:</b> Give a <b>Stealthed</b> minion +2/+2.
CFM_696|True|GANGS|S|SPELL|SHAMAN|Devolve|Transform all enemy minions into random ones that cost (1) less.
CFM_697|True|GANGS|S|MINION|SHAMAN|Lotus Illusionist|After this minion attacks a hero, transform it into a _random 6-Cost minion.
CFM_699|False|GANGS|S|MINION|WARLOCK|Seadevil Stinger|<b>Battlecry:</b> The next Murloc you play this turn costs _Health instead of Mana.
CFM_707|True|GANGS|S|SPELL|SHAMAN|Jade Lightning|Deal $4 damage. Summon a{1} {0} <b>Jade Golem</b>.@Deal $4 damage. Summon a <b>Jade Golem</b>. *spelldmg
CFM_713|True|GANGS|S|SPELL|DRUID|Jade Blossom|Summon a{1} {0} <b>Jade Golem</b>. Gain an empty Mana Crystal.@Summon a <b>Jade Golem</b>. Gain an empty Mana Crystal.
CFM_715|True|GANGS|S|MINION|NEUTRAL|Jade Spirit|<b>Battlecry:</b> Summon a{1} {0} <b>Jade_Golem</b>.@<b>Battlecry:</b> Summon a <b>Jade_Golem</b>.
CFM_716|True|GANGS|S|SPELL|WARRIOR|Sleep with the Fishes|Deal $3 damage to all damaged minions. *spelldmg
CFM_717|True|GANGS|S|WEAPON|SHAMAN|Jade Claws|<b>Battlecry:</b> Summon a{1} {0} <b>Jade Golem</b>. <b><b>Overload</b>:</b> (1)@<b>Battlecry:</b> Summon a <b>Jade Golem</b>. <b><b>Overload</b>:</b> (1)
CFM_750|True|GANGS|S|MINION|WARLOCK|Krul the Unshackled|<b>Battlecry:</b> If your deck has no duplicates, summon all _Demons from your hand._
CFM_751|True|GANGS|S|MINION|WARLOCK|Abyssal Enforcer|<b>Battlecry:</b> Deal 3 damage to all other characters.
CFM_752|True|GANGS|S|SPELL|WARRIOR|Stolen Goods|Give a random <b>Taunt</b> minion in your hand +3/+3.
CFM_753|True|GANGS|S|MINION|PALADIN|Grimestreet Outfitter|<b>Battlecry:</b> Give all minions in your hand +1/+1.
CFM_754|True|GANGS|S|MINION|WARRIOR|Grimy Gadgeteer|At the end of your turn, give a random minion in your hand +2/+2.
CFM_755|True|GANGS|S|MINION|WARRIOR|Grimestreet Pawnbroker|<b>Battlecry:</b> Give a random weapon in your hand +1/+1.
CFM_756|False|GANGS|S|MINION|WARRIOR|Alley Armorsmith|<b>Taunt</b> Whenever this minion deals damage, gain that much Armor.
CFM_759|True|GANGS|S|MINION|PALADIN|Meanstreet Marshal|<b>Deathrattle:</b> If this minion has 2 or more Attack, draw a card.
CFM_760|True|GANGS|S|MINION|MAGE|Kabal Crystal Runner|Costs (2) less for each <b>Secret</b> you've played this_game.
CFM_781|True|GANGS|S|MINION|ROGUE|Shaku, the Collector|<b>Stealth</b>. Whenever this attacks, add a random card to your hand <i>(from your opponent's class).</i>
CFM_790|True|GANGS|S|MINION|NEUTRAL|Dirty Rat|<b>Taunt</b> <b>Battlecry:</b> Your opponent summons a random minion from their hand.
CFM_800|False|GANGS|S|SPELL|PALADIN|Getaway Kodo|<b>Secret:</b> When a friendly minion dies, return it to your hand.
CFM_806|False|GANGS|S|MINION|NEUTRAL|Wrathion|<b>Taunt</b>. <b>Battlecry:</b> Draw cards until you draw one that isn't a Dragon.
CFM_807|True|GANGS|S|MINION|NEUTRAL|Auctionmaster Beardo|After you cast a spell, refresh your Hero Power.
CFM_808|True|GANGS|S|MINION|NEUTRAL|Genzo, the Shark|Whenever this attacks, both players draw until they have 3 cards.
CFM_809|True|GANGS|S|MINION|NEUTRAL|Tanaris Hogchopper|<b>Battlecry:</b> If your opponent's hand is empty, gain <b>Charge</b>.
CFM_810|True|GANGS|S|MINION|NEUTRAL|Leatherclad Hogleader|<b>Battlecry:</b> If your opponent has 6 or more cards in hand, gain <b>Charge</b>.
CFM_811|True|GANGS|S|SPELL|DRUID|Lunar Visions|Draw 2 cards. Minions drawn cost (2) less.
CFM_815|False|GANGS|S|MINION|PALADIN|Wickerflame Burnbristle|<b>Divine Shield</b>. <b>Taunt</b>. Damage dealt by this minion also heals your hero.
CFM_816|True|GANGS|S|MINION|DRUID|Virmen Sensei|<b>Battlecry:</b> Give a friendly Beast +2/+2.
CFM_851|True|GANGS|S|MINION|NEUTRAL|Daring Reporter|Whenever your opponent draws a card, gain +1/+1.
CFM_852|True|GANGS|S|MINION|NEUTRAL|Lotus Agents|<b>Battlecry:</b> <b>Discover</b> a Druid, Rogue, or Shaman card.
CFM_853|True|GANGS|S|MINION|NEUTRAL|Grimestreet Smuggler|<b>Battlecry:</b> Give a random minion in your hand +1/+1.
CFM_854|True|GANGS|S|MINION|NEUTRAL|Ancient of Blossoms|<b>Taunt</b>
CFM_855|True|GANGS|S|MINION|NEUTRAL|Defias Cleaner|<b>Battlecry:</b> <b>Silence</b> a minion with <b>Deathrattle</b>.
CFM_900|True|GANGS|S|MINION|WARLOCK|Unlicensed Apothecary|Whenever you summon a minion, deal 5 damage to_your hero.
CFM_902|True|GANGS|S|MINION|NEUTRAL|Aya Blackpaw|<b>Battlecry and Deathrattle:</b> Summon a{1} {0} <b>Jade Golem</b>. @ <b>Battlecry and Deathrattle:</b> Summon a <b>Jade Golem</b>.
CFM_905|True|GANGS|S|SPELL|PALADIN|Small-Time Recruits|Draw three 1-Cost minions from your deck.
CFM_940|True|GANGS|S|SPELL|WARRIOR|I Know a Guy|<b>Discover</b> a <b>Taunt</b> minion.
CS1_042|True|CORE|S|MINION|NEUTRAL|Goldshire Footman|<b>Taunt</b>
CS1_069|True|EXPERT1|S|MINION|NEUTRAL|Fen Creeper|<b>Taunt</b>
CS1_112|True|CORE|S|SPELL|PRIEST|Holy Nova|Deal $2 damage to all enemies. Restore #2_Health to all friendly characters. *spelldmg
CS1_113|True|CORE|S|SPELL|PRIEST|Mind Control|Take control of an enemy minion.
CS1_129|True|EXPERT1|S|SPELL|PRIEST|Inner Fire|Change a minion's Attack to be equal to its Health.
CS1_130|True|CORE|S|SPELL|PRIEST|Holy Smite|Deal $2 damage. *spelldmg
CS2_003|True|CORE|S|SPELL|PRIEST|Mind Vision|Put a copy of a random card in your opponent's hand into your hand.
CS2_004|True|CORE|S|SPELL|PRIEST|Power Word: Shield|Give a minion +2_Health. Draw a card.
CS2_005|True|CORE|S|SPELL|DRUID|Claw|Give your hero +2_Attack this turn. Gain 2 Armor.
CS2_007|True|CORE|S|SPELL|DRUID|Healing Touch|Restore #8 Health.
CS2_008|True|CORE|S|SPELL|DRUID|Moonfire|Deal $1 damage. *spelldmg
CS2_009|True|CORE|S|SPELL|DRUID|Mark of the Wild|Give a minion <b>Taunt</b> and +2/+2.<i> (+2 Attack/+2 Health)</i>
CS2_011|True|CORE|S|SPELL|DRUID|Savage Roar|Give your characters +2_Attack this turn.
CS2_012|True|CORE|S|SPELL|DRUID|Swipe|Deal $4 damage to an enemy and $1 damage to all other enemies. *spelldmg
CS2_013|True|CORE|S|SPELL|DRUID|Wild Growth|Gain an empty Mana Crystal.
CS2_022|True|CORE|S|SPELL|MAGE|Polymorph|Transform a minion into a 1/1 Sheep.
CS2_023|True|CORE|S|SPELL|MAGE|Arcane Intellect|Draw 2 cards.
CS2_024|True|CORE|S|SPELL|MAGE|Frostbolt|Deal $3 damage to a_character and <b>Freeze</b> it. *spelldmg
CS2_025|True|CORE|S|SPELL|MAGE|Arcane Explosion|Deal $1 damage to all enemy minions. *spelldmg
CS2_026|True|CORE|S|SPELL|MAGE|Frost Nova|<b>Freeze</b> all enemy minions.
CS2_027|True|CORE|S|SPELL|MAGE|Mirror Image|Summon two 0/2 minions with <b>Taunt</b>.
CS2_028|True|EXPERT1|S|SPELL|MAGE|Blizzard|Deal $2 damage to all enemy minions and <b>Freeze</b> them. *spelldmg
CS2_029|True|CORE|S|SPELL|MAGE|Fireball|Deal $6 damage. *spelldmg
CS2_031|True|HOF|W|SPELL|MAGE|Ice Lance|<b>Freeze</b> a character. If it was already <b>Frozen</b>, deal $4 damage instead. *spelldmg
CS2_032|True|CORE|S|SPELL|MAGE|Flamestrike|Deal $4 damage to all enemy minions. *spelldmg
CS2_033|True|CORE|S|MINION|MAGE|Water Elemental|<b>Freeze</b> any character damaged by this minion.
CS2_037|True|CORE|S|SPELL|SHAMAN|Frost Shock|Deal $1 damage to an enemy character and <b>Freeze</b> it. *spelldmg
CS2_038|True|EXPERT1|S|SPELL|SHAMAN|Ancestral Spirit|Give a minion "<b>Deathrattle:</b> Resummon this minion."
CS2_039|True|CORE|S|SPELL|SHAMAN|Windfury|Give a minion <b>Windfury</b>.
CS2_041|True|CORE|S|SPELL|SHAMAN|Ancestral Healing|Restore a minion to full Health and give it <b>Taunt</b>.
CS2_042|True|CORE|S|MINION|SHAMAN|Fire Elemental|<b>Battlecry:</b> Deal 3 damage.
CS2_045|True|CORE|S|SPELL|SHAMAN|Rockbiter Weapon|Give a friendly character +3 Attack this turn.
CS2_046|True|CORE|S|SPELL|SHAMAN|Bloodlust|Give your minions +3_Attack this turn.
CS2_053|True|EXPERT1|S|SPELL|SHAMAN|Far Sight|Draw a card. That card costs (3) less.
CS2_057|True|CORE|S|SPELL|WARLOCK|Shadow Bolt|Deal $4 damage to a minion. *spelldmg
CS2_059|True|EXPERT1|S|MINION|WARLOCK|Blood Imp|<b>Stealth</b>. At the end of your   turn, give another random  friendly minion +1 Health.
CS2_061|True|CORE|S|SPELL|WARLOCK|Drain Life|Deal $2 damage. Restore #2 Health to your hero. *spelldmg
CS2_062|True|CORE|S|SPELL|WARLOCK|Hellfire|Deal $3 damage to ALL_characters. *spelldmg
CS2_063|True|CORE|S|SPELL|WARLOCK|Corruption|Choose an enemy minion. At the start of your turn, destroy it.
CS2_064|True|CORE|S|MINION|WARLOCK|Dread Infernal|<b>Battlecry:</b> Deal 1 damage to ALL other characters.
CS2_065|True|CORE|S|MINION|WARLOCK|Voidwalker|<b>Taunt</b>
CS2_072|True|CORE|S|SPELL|ROGUE|Backstab|Deal $2 damage to an undamaged minion. *spelldmg
CS2_073|True|EXPERT1|S|SPELL|ROGUE|Cold Blood|Give a minion +2 Attack. <b>Combo:</b> +4 Attack instead.
CS2_074|True|CORE|S|SPELL|ROGUE|Deadly Poison|Give your weapon +2_Attack.
CS2_075|True|CORE|S|SPELL|ROGUE|Sinister Strike|Deal $3 damage to the_enemy hero. *spelldmg
CS2_076|True|CORE|S|SPELL|ROGUE|Assassinate|Destroy an enemy minion.
CS2_077|True|CORE|S|SPELL|ROGUE|Sprint|Draw 4 cards.
CS2_080|True|CORE|S|WEAPON|ROGUE|Assassin's Blade|
CS2_084|True|CORE|S|SPELL|HUNTER|Hunter's Mark|Change a minion's Health to 1.
CS2_087|True|CORE|S|SPELL|PALADIN|Blessing of Might|Give a minion +3_Attack.
CS2_088|True|CORE|S|MINION|PALADIN|Guardian of Kings|<b>Battlecry:</b> Restore 6 Health to your hero.
CS2_089|True|CORE|S|SPELL|PALADIN|Holy Light|Restore #6 Health.
CS2_091|True|CORE|S|WEAPON|PALADIN|Light's Justice|
CS2_092|True|CORE|S|SPELL|PALADIN|Blessing of Kings|Give a minion +4/+4. <i>(+4 Attack/+4 Health)</i>
CS2_093|True|CORE|S|SPELL|PALADIN|Consecration|Deal $2 damage to all_enemies. *spelldmg
CS2_094|True|CORE|S|SPELL|PALADIN|Hammer of Wrath|Deal $3 damage. Draw a card. *spelldmg
CS2_097|True|CORE|S|WEAPON|PALADIN|Truesilver Champion|Whenever your hero attacks, restore 2_Health to it.
CS2_103|True|CORE|S|SPELL|WARRIOR|Charge|Give a friendly minion <b>Charge</b>. It can't attack heroes this turn.
CS2_104|True|EXPERT1|S|SPELL|WARRIOR|Rampage|Give a damaged minion +3/+3.
CS2_105|True|CORE|S|SPELL|WARRIOR|Heroic Strike|Give your hero +4_Attack this turn.
CS2_106|True|CORE|S|WEAPON|WARRIOR|Fiery War Axe|
CS2_108|True|CORE|S|SPELL|WARRIOR|Execute|Destroy a damaged enemy minion.
CS2_112|True|CORE|S|WEAPON|WARRIOR|Arcanite Reaper|
CS2_114|True|CORE|S|SPELL|WARRIOR|Cleave|Deal $2 damage to two random enemy minions. *spelldmg
CS2_117|True|EXPERT1|S|MINION|NEUTRAL|Earthen Ring Farseer|<b>Battlecry:</b> Restore 3_Health.
CS2_118|True|CORE|S|MINION|NEUTRAL|Magma Rager|
CS2_119|True|CORE|S|MINION|NEUTRAL|Oasis Snapjaw|
CS2_120|True|CORE|S|MINION|NEUTRAL|River Crocolisk|
CS2_121|True|CORE|S|MINION|NEUTRAL|Frostwolf Grunt|<b>Taunt</b>
CS2_122|True|CORE|S|MINION|NEUTRAL|Raid Leader|Your other minions have +1 Attack.
CS2_124|True|CORE|S|MINION|NEUTRAL|Wolfrider|<b>Charge</b>
CS2_125|True|CORE|S|MINION|NEUTRAL|Ironfur Grizzly|<b>Taunt</b>
CS2_127|True|CORE|S|MINION|NEUTRAL|Silverback Patriarch|<b>Taunt</b>
CS2_131|True|CORE|S|MINION|NEUTRAL|Stormwind Knight|<b>Charge</b>
CS2_141|True|CORE|S|MINION|NEUTRAL|Ironforge Rifleman|<b>Battlecry:</b> Deal 1 damage.
CS2_142|True|CORE|S|MINION|NEUTRAL|Kobold Geomancer|<b>Spell Damage +1</b>
CS2_146|True|EXPERT1|S|MINION|NEUTRAL|Southsea Deckhand|Has <b>Charge</b> while you have a weapon equipped.
CS2_147|True|CORE|S|MINION|NEUTRAL|Gnomish Inventor|<b>Battlecry:</b> Draw a card.
CS2_150|True|CORE|S|MINION|NEUTRAL|Stormpike Commando|<b>Battlecry:</b> Deal 2 damage.
CS2_151|True|EXPERT1|S|MINION|NEUTRAL|Silver Hand Knight|<b>Battlecry:</b> Summon a 2/2_Squire.
CS2_155|True|CORE|S|MINION|NEUTRAL|Archmage|<b>Spell Damage +1</b>
CS2_161|True|EXPERT1|S|MINION|NEUTRAL|Ravenholdt Assassin|<b>Stealth</b>
CS2_162|True|CORE|S|MINION|NEUTRAL|Lord of the Arena|<b>Taunt</b>
CS2_168|True|CORE|S|MINION|NEUTRAL|Murloc Raider|
CS2_169|True|EXPERT1|S|MINION|NEUTRAL|Young Dragonhawk|<b>Windfury</b>
CS2_171|True|CORE|S|MINION|NEUTRAL|Stonetusk Boar|<b>Charge</b>
CS2_172|True|CORE|S|MINION|NEUTRAL|Bloodfen Raptor|
CS2_173|True|CORE|S|MINION|NEUTRAL|Bluegill Warrior|<b>Charge</b>
CS2_179|True|CORE|S|MINION|NEUTRAL|Sen'jin Shieldmasta|<b>Taunt</b>
CS2_181|True|EXPERT1|S|MINION|NEUTRAL|Injured Blademaster|<b>Battlecry:</b> Deal 4 damage to HIMSELF.
CS2_182|True|CORE|S|MINION|NEUTRAL|Chillwind Yeti|
CS2_186|True|CORE|S|MINION|NEUTRAL|War Golem|
CS2_187|True|CORE|S|MINION|NEUTRAL|Booty Bay Bodyguard|<b>Taunt</b>
CS2_188|True|EXPERT1|S|MINION|NEUTRAL|Abusive Sergeant|<b>Battlecry:</b> Give a minion +2_Attack this turn.
CS2_189|True|CORE|S|MINION|NEUTRAL|Elven Archer|<b>Battlecry:</b> Deal 1 damage.
CS2_196|True|CORE|S|MINION|NEUTRAL|Razorfen Hunter|<b>Battlecry:</b> Summon a 1/1_Boar.
CS2_197|True|CORE|S|MINION|NEUTRAL|Ogre Magi|<b>Spell Damage +1</b>
CS2_200|True|CORE|S|MINION|NEUTRAL|Boulderfist Ogre|
CS2_201|True|CORE|S|MINION|NEUTRAL|Core Hound|
CS2_203|True|EXPERT1|S|MINION|NEUTRAL|Ironbeak Owl|<b>Battlecry:</b> <b>Silence</b> a_minion.
CS2_213|True|CORE|S|MINION|NEUTRAL|Reckless Rocketeer|<b>Charge</b>
CS2_221|True|EXPERT1|S|MINION|NEUTRAL|Spiteful Smith|<b>Enrage:</b> Your weapon has +2 Attack.
CS2_222|True|CORE|S|MINION|NEUTRAL|Stormwind Champion|Your other minions have +1/+1.
CS2_226|True|CORE|S|MINION|NEUTRAL|Frostwolf Warlord|<b>Battlecry:</b> Gain +1/+1 for each other friendly minion on the battlefield.
CS2_227|True|EXPERT1|S|MINION|NEUTRAL|Venture Co. Mercenary|Your minions cost (3) more.
CS2_231|True|EXPERT1|S|MINION|NEUTRAL|Wisp|
CS2_232|True|CORE|S|MINION|DRUID|Ironbark Protector|<b>Taunt</b>
CS2_233|True|EXPERT1|S|SPELL|ROGUE|Blade Flurry|Destroy your weapon and deal its damage to all enemy minions. *spelldmg
CS2_234|True|CORE|S|SPELL|PRIEST|Shadow Word: Pain|Destroy a minion with 3_or less Attack.
CS2_235|True|CORE|S|MINION|PRIEST|Northshire Cleric|Whenever a minion is healed, draw a card.
CS2_236|True|CORE|S|SPELL|PRIEST|Divine Spirit|Double a minion's Health.
CS2_237|True|CORE|S|MINION|HUNTER|Starving Buzzard|Whenever you summon a Beast, draw a card.
DS1_055|True|CORE|S|MINION|NEUTRAL|Darkscale Healer|<b>Battlecry:</b> Restore 2 Health to all friendly characters.
DS1_070|True|CORE|S|MINION|HUNTER|Houndmaster|<b>Battlecry:</b> Give a friendly Beast +2/+2 and <b>Taunt</b>.
DS1_175|True|CORE|S|MINION|HUNTER|Timber Wolf|Your other Beasts have +1_Attack.
DS1_178|True|CORE|S|MINION|HUNTER|Tundra Rhino|Your Beasts have <b>Charge</b>.
DS1_183|True|CORE|S|SPELL|HUNTER|Multi-Shot|Deal $3 damage to two random enemy minions. *spelldmg
DS1_184|True|CORE|S|SPELL|HUNTER|Tracking|Look at the top 3 cards of your deck. Draw one and discard the_others.
DS1_185|True|CORE|S|SPELL|HUNTER|Arcane Shot|Deal $2 damage. *spelldmg
DS1_188|True|EXPERT1|S|WEAPON|HUNTER|Gladiator's Longbow|Your hero is <b>Immune</b> while attacking.
DS1_233|True|CORE|S|SPELL|PRIEST|Mind Blast|Deal $5 damage to the enemy hero. *spelldmg
EX1_001|True|EXPERT1|S|MINION|NEUTRAL|Lightwarden|Whenever a character is healed, gain +2 Attack.
EX1_002|True|EXPERT1|S|MINION|NEUTRAL|The Black Knight|<b>Battlecry:</b> Destroy an enemy minion with <b>Taunt</b>.
EX1_004|True|EXPERT1|S|MINION|NEUTRAL|Young Priestess|At the end of your turn, give another random friendly minion +1 Health.
EX1_005|True|EXPERT1|S|MINION|NEUTRAL|Big Game Hunter|<b>Battlecry:</b> Destroy a minion with 7 or more Attack.
EX1_006|False|EXPERT1|S|MINION|NEUTRAL|Alarm-o-Bot|At the start of your turn, swap this minion with a    random one in your hand.
EX1_007|True|EXPERT1|S|MINION|NEUTRAL|Acolyte of Pain|Whenever this minion takes damage, draw a_card.
EX1_008|True|EXPERT1|S|MINION|NEUTRAL|Argent Squire|<b>Divine Shield</b>
EX1_009|True|EXPERT1|S|MINION|NEUTRAL|Angry Chicken|<b>Enrage:</b> +5 Attack.
EX1_010|True|EXPERT1|S|MINION|NEUTRAL|Worgen Infiltrator|<b>Stealth</b>
EX1_011|True|CORE|S|MINION|NEUTRAL|Voodoo Doctor|<b>Battlecry:</b> Restore 2_Health.
EX1_012|True|EXPERT1|S|MINION|NEUTRAL|Bloodmage Thalnos|<b>Spell Damage +1</b>. <b>Deathrattle:</b> Draw a card.
EX1_014|True|EXPERT1|S|MINION|NEUTRAL|King Mukla|<b>Battlecry:</b> Give your opponent 2 Bananas.
EX1_015|True|CORE|S|MINION|NEUTRAL|Novice Engineer|<b>Battlecry:</b> Draw a card.
EX1_016|True|HOF|W|MINION|NEUTRAL|Sylvanas Windrunner|<b>Deathrattle:</b> Take control of a random enemy minion.
EX1_017|True|EXPERT1|S|MINION|NEUTRAL|Jungle Panther|<b>Stealth</b>
EX1_019|True|CORE|S|MINION|NEUTRAL|Shattered Sun Cleric|<b>Battlecry:</b> Give a friendly minion +1/+1.
EX1_020|True|EXPERT1|S|MINION|NEUTRAL|Scarlet Crusader|<b>Divine Shield</b>
EX1_021|True|EXPERT1|S|MINION|NEUTRAL|Thrallmar Farseer|<b>Windfury</b>
EX1_023|True|EXPERT1|S|MINION|NEUTRAL|Silvermoon Guardian|<b>Divine Shield</b>
EX1_025|True|CORE|S|MINION|NEUTRAL|Dragonling Mechanic|<b>Battlecry:</b> Summon a 2/1 Mechanical Dragonling.
EX1_028|True|EXPERT1|S|MINION|NEUTRAL|Stranglethorn Tiger|<b>Stealth</b>
EX1_029|True|EXPERT1|S|MINION|NEUTRAL|Leper Gnome|<b>Deathrattle:</b> Deal 2 damage to the enemy_hero.
EX1_032|True|EXPERT1|S|MINION|NEUTRAL|Sunwalker|<b>Taunt</b> <b>Divine Shield</b>
EX1_033|True|EXPERT1|S|MINION|NEUTRAL|Windfury Harpy|<b>Windfury</b>
EX1_043|True|EXPERT1|S|MINION|NEUTRAL|Twilight Drake|<b>Battlecry:</b> Gain +1 Health for each card in your hand.
EX1_044|True|EXPERT1|S|MINION|NEUTRAL|Questing Adventurer|Whenever you play a card, gain +1/+1.
EX1_045|True|EXPERT1|S|MINION|NEUTRAL|Ancient Watcher|Can't attack.
EX1_046|True|EXPERT1|S|MINION|NEUTRAL|Dark Iron Dwarf|<b>Battlecry:</b> Give a minion +2_Attack this turn.
EX1_048|True|EXPERT1|S|MINION|NEUTRAL|Spellbreaker|<b>Battlecry:</b> <b>Silence</b> a_minion.
EX1_049|True|EXPERT1|S|MINION|NEUTRAL|Youthful Brewmaster|<b>Battlecry:</b> Return a friendly minion from the battlefield to your hand.
EX1_050|True|EXPERT1|S|MINION|NEUTRAL|Coldlight Oracle|<b>Battlecry:</b> Each player draws 2 cards.
EX1_055|True|EXPERT1|S|MINION|NEUTRAL|Mana Addict|Whenever you cast a spell, gain +2 Attack this turn.
EX1_057|True|EXPERT1|S|MINION|NEUTRAL|Ancient Brewmaster|<b>Battlecry:</b> Return a friendly minion from the battlefield to your hand.
EX1_058|True|EXPERT1|S|MINION|NEUTRAL|Sunfury Protector|<b>Battlecry:</b> Give adjacent minions <b>Taunt</b>.
EX1_059|True|EXPERT1|S|MINION|NEUTRAL|Crazed Alchemist|<b>Battlecry:</b> Swap the Attack and Health of a minion.
EX1_066|True|CORE|S|MINION|NEUTRAL|Acidic Swamp Ooze|<b>Battlecry:</b> Destroy your opponent's weapon.
EX1_067|True|EXPERT1|S|MINION|NEUTRAL|Argent Commander|<b>Charge</b> <b>Divine Shield</b>
EX1_076|True|EXPERT1|S|MINION|NEUTRAL|Pint-Sized Summoner|The first minion you play each turn costs (1) less.
EX1_080|True|EXPERT1|S|MINION|NEUTRAL|Secretkeeper|Whenever a <b>Secret</b> is played, gain +1/+1.
EX1_082|True|EXPERT1|S|MINION|NEUTRAL|Mad Bomber|<b>Battlecry:</b> Deal 3 damage randomly split between all other characters.
EX1_083|True|EXPERT1|S|MINION|NEUTRAL|Tinkmaster Overspark|<b>Battlecry:</b> Transform another random minion into a 5/5 Devilsaur  or a 1/1 Squirrel.
EX1_084|True|CORE|S|MINION|WARRIOR|Warsong Commander|Your <b>Charge</b> minions have +1 Attack.
EX1_085|True|EXPERT1|S|MINION|NEUTRAL|Mind Control Tech|<b>Battlecry:</b> If your opponent has 4 or more minions, take  control of one at random.
EX1_089|True|EXPERT1|S|MINION|NEUTRAL|Arcane Golem|<b>Battlecry:</b> Give your opponent a Mana Crystal.
EX1_091|True|EXPERT1|S|MINION|PRIEST|Cabal Shadow Priest|<b>Battlecry:</b> Take control of an enemy minion that has 2 or less Attack.
EX1_093|True|EXPERT1|S|MINION|NEUTRAL|Defender of Argus|<b>Battlecry:</b> Give adjacent minions +1/+1 and <b>Taunt</b>.
EX1_095|True|EXPERT1|S|MINION|NEUTRAL|Gadgetzan Auctioneer|Whenever you cast a spell, draw a card.
EX1_096|True|EXPERT1|S|MINION|NEUTRAL|Loot Hoarder|<b>Deathrattle:</b> Draw a card.
EX1_097|True|EXPERT1|S|MINION|NEUTRAL|Abomination|<b>Taunt</b>. <b>Deathrattle:</b> Deal 2 damage to ALL characters.
EX1_100|True|EXPERT1|S|MINION|NEUTRAL|Lorewalker Cho|Whenever a player casts a spell, put a copy into the other player’s hand.
EX1_102|True|EXPERT1|S|MINION|NEUTRAL|Demolisher|At the start of your turn, deal 2 damage to a random enemy.
EX1_103|True|EXPERT1|S|MINION|NEUTRAL|Coldlight Seer|<b>Battlecry:</b> Give your other Murlocs +2 Health.
EX1_105|True|EXPERT1|S|MINION|NEUTRAL|Mountain Giant|Costs (1) less for each other card in your hand.
